,5e+05,540000,580000,620000,660000,7e+05,740000,780000,820000,860000,9e+05,940000,980000,1020000,1060000,1100000,1140000,1180000,1220000,1260000,1300000,1340000,1380000,1420000,1460000,1500000,1540000,1580000,1620000,1660000,1700000,1740000,1780000,1820000,1860000,1900000,1940000,1980000,2020000,2060000,2100000,2140000,2180000,2220000,2260000,2300000,2340000,2380000,2420000,2460000,2500000,2540000,2580000,2620000,2660000,2700000,2740000,2780000,2820000,2860000,2900000,2940000,2980000,3020000,3060000,3100000,3140000,3180000,3220000,3260000,3300000,3340000,3380000,3420000,3460000,3500000,3540000,3580000,3620000,3660000,3700000,3740000,3780000,3820000,3860000,3900000,3940000,3980000,4020000,4060000,4100000,4140000,4180000,4220000,4260000,4300000,4340000,4380000,4420000,4460000,4500000,4540000,4580000,4620000,4660000,4700000,4740000,4780000,4820000,4860000,4900000,4940000,4980000,5020000
5e+05,34.9202044228767,18.8998617286116,68.4876310196918,16.2084269718922,25.6256290913986,14.6330238814608,23.0234776157117,24.2564998727747,10.9022211222285,4.19270388186101,1.23305807490214,3.59411371869253,3.89194171716088,11.9257493306077,0.0,3.03514528269222,0.0,2.28705635652208,4.19220751628432,5.54621818911095,0.0,2.20903643465407,0.0,1.47587941492539,2.59579034190777,0.0,3.13013038151187,3.01435353767093,0.0,0.0,0.0,1.61374057496834,0.0,0.0,0.0,0.0,0.0,0.0,3.32091047144176,2.45393356286528,0.0,1.1671972200537,0.0,1.68419668399189,0.0,2.07942194066295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32209050484251,2.05113567382545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62438184149022,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47433528008987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47998255514963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540000,18.8998617286116,0.0,0.0,15.5740703564858,47.3036747702066,0.0,30.7922349373624,68.7295615466351,10.8487944928048,0.0,0.0,0.0,0.0,0.0,0.0,17.3343902688893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.366420746415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89198875227436,0.0,9.26503618089279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4303291472345,11.4072288293525,8.66028057577009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580000,68.4876310196918,0.0,0.0,217.582914914795,36.853771421485,0.0,66.4523136535914,62.5121703381627,29.6500244538577,0.0,10.1242601064161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6766203715979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7129476040736,0.0,0.0,9.85075806016114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09071570659315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2244380208941,0.0,0.0,0.0,0.0,15.4367726771594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63876581988401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.19129668727784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620000,16.2084269718922,15.5740703564858,217.582914914795,29.5215479623674,39.3021873516776,11.5754386092851,52.9800610022055,18.6948263096404,9.78009252386675,3.22876285269593,6.62954418673123,0.0,6.02465448267655,3.13981876714891,0.0,2.45261883772159,0.0,1.83639532052683,0.0,4.72960046463595,8.06399814721579,1.78378289478496,0.0,1.12469727929205,2.08365187161321,1.34022969070876,2.40630793411943,5.20545609880997,1.60378277185754,3.28076261195684,2.73003887711863,0.0,1.76490595001507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23146679418752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48675945552252,0.0,0.0,1.30602731475155,0.0,0.0,0.0,0.0,1.33859338064235,0,0.0,1.59551297078253,3.90362252657206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13966390844019,1.15467989046106,0.0,2.09522274024858,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660000,25.6256290913986,47.3036747702066,36.853771421485,39.3021873516776,0.0,37.9698772307303,51.5826712423935,56.6518595229333,1.54706888229827,10.8945904073422,5.21626145304534,8.8271025709613,6.62159786440226,6.8314844262308,0.0,0.0,0.0,1.90442784997961,5.36820615486308,8.99489795895421,3.7285086431491,0.0,0.0,0.0,2.16537039835377,4.16028386670761,2.67421844561962,2.43659071155539,0.0,0.0,0.0,2.73987120303854,0.0,0.0,1.85944150670248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34677301468756,1.32588655338097,0.0,3.60185965454708,0.0,0.0,0.0,2.7204204333608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82952199383649,0.0,0.0,1.04584553861223,0.0,0.0,0.0,0.0,0.0,1.41209414578528,0.0,0,0.0,1.47014236057392,0.0,0.0,0.0,0.0,8.13818772976139,0.0,2.33028521153001,0.0,1.16390867255587,5.35094817909909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11667014323305,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.911245324992547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e+05,14.6330238814608,0.0,0.0,11.5754386092851,37.9698772307303,0.0,51.5714663843645,0.0,0.0,0.0,13.450636151872,16.1250452105955,4.21474532022075,8.48566372570533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33077939246493,0.0,0.0,0.0,0.0,0.0,4.46560865084853,0.0,0.0,3.51415203493826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76688608442234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12912619968149,0.0,3.97348146154344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75586045883302,0.0,0.0,0.0,0.0,0.0,3.76575710452443,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72939746394759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740000,23.0234776157117,30.7922349373624,66.4523136535914,52.9800610022055,51.5826712423935,51.5714663843645,0.0,45.455526880694,33.5766318461325,0.0,4.56120584051461,11.754234242494,7.12611002079648,0.0,4.95378931940235,5.09639967393235,0.0,3.82514921620206,0.0,14.1946628238118,6.7572096724321,3.75174831471466,4.31603585572683,0.0,4.42350602442815,0.0,0.0,9.08376099680106,6.30511975093264,0.0,5.0825795931329,2.89476847887761,3.15729687775227,0.0,0.0,0.0,0.0,0.0,0.0,2.0795956500765,0.0,2.10383516316851,2.51307742665898,0.0,2.78371838746766,6.80521726064418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81193781898415,3.41663336018579,0.0,2.11150070879912,4.03342824662236,0.0,0.0,0.0,0.0,0.0,0.0,7.63280119987635,0.0,0.0,0.0,0.0,0,0.0,2.70921484975927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02754554440074,2.00686307032791,0.0,2.03636549649096,0.0,0.0,0.0,0.0,0.0,1.73468213658509,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.77406403885087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26087218563872,0.0,0.0,0.0,1.66230886855745
780000,24.2564998727747,68.7295615466351,62.5121703381627,18.6948263096404,56.6518595229333,0.0,45.455526880694,44.9322354491074,22.4786201756488,4.63630977930331,6.94780052158806,9.09379513080015,4.42396081768687,4.61171865380243,6.57370829590154,0.0,0.0,2.85749457390355,0.0,0.0,0.0,5.38978682288209,0.0,0.0,1.58591491867785,2.02470266836375,3.50015736707522,4.20636122118574,0.0,0.0,0.0,3.73574121280353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59308846851993,2.51303700773689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60190313781908,0.0,0.0,0.0,0.0,1.87005335823247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.71117321384723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82522426348003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12621101599232,0.0,0.0,0.0,0,0,0.0,1.99037375636472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35693527590092,0.0,0.0,0.0,0.0,0.0,0.0
820000,10.9022211222285,10.8487944928048,29.6500244538577,9.78009252386675,1.54706888229827,0.0,33.5766318461325,22.4786201756488,19.5758628306241,6.27012645277524,9.50013953033056,9.91213624714984,6.75343974876278,12.592954896569,7.17022538097738,3.30794004186661,9.49371715292537,9.88240652707257,1.00121367121224,6.61894641640754,3.01226993938951,3.55574426812246,1.22531808093329,1.41669013413874,2.05342689604148,4.36287679789135,0.0,1.8591149664611,2.13628434525705,0.0,2.83449355295859,0.0,2.48187101803185,0.0,1.24339673956258,1.6855019543648,0.0,0.0,0.0,0.642080175395757,0.0,0.0,0.0,2.14901539206486,0.0,1.14758047918784,1.09262884500598,0.0,0.0,0.0,2.52841423489123,0.0,0.0,0.857553686612579,3.31592450860154,0.701837138720034,0.0,0.0,0.0,0.0,0.0,0.798727269629663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46751248020307,0.0,0.0,3.16591519975833,0.0,1.95501007646406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875010192774983,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.731412918021865,0.0,1.03626537089834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66007299506967,0.0,0.0
